,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
361,362,26,6,28,8,0.23,8,0.28,8,-0.65,9,-0.61,10
362,363,24,6,24,6,-0.34,5,-0.34,5,-2.33,3,-2.33,3
363,364,19,3,19,3,-0.88,3,-0.88,3,-2.12,4,-2.12,4
364,365,12,1,12,1,-1.7,1,-1.7,1,-3.06,1,-3.06,1
365,366,19,3,19,3,0.21,8,0.21,8,-1.45,7,-1.45,7
366,367,33,9,33,9,0.1,8,0.1,8,-1.11,8,-1.11,8
367,368,13,1,13,1,-0.81,5,-0.81,5,-1.66,6,-1.66,6
368,369,16,2,16,2,-1.96,1,-1.96,1,-3.44,1,-3.44,1
369,370,11,1,11,1,-1.63,2,-1.63,2,-3.17,1,-3.17,1
370,371,20,4,20,4,-0.8,5,-0.8,5,-2.99,1,-2.99,1
371,372,16,2,16,2,-1.41,2,-1.41,2,-3.07,1,-3.07,1
372,373,15,1,15,1,-1.21,2,-1.21,2,-2.29,3,-2.29,3
373,374,24,6,24,6,-0.01,7,-0.01,7,-0.78,9,-0.78,9
374,375,17,2,17,2,-1.18,2,-1.18,2,-2.94,2,-2.94,2
375,376,23,4,23,4,0.49,9,0.49,9,-0.88,9,-0.88,9
376,377,14,1,14,1,-0.24,7,-0.24,7,-1.76,5,-1.76,5
377,378,19,3,19,3,-1.17,2,-1.17,2,-2.5,3,-2.5,3
378,379,13,1,13,1,-1.55,2,-1.55,2,-2.88,2,-2.88,2
379,380,15,1,15,1,-1.77,1,-1.77,1,-2.84,2,-2.84,2
380,381,13,1,14,1,-0.23,6,0.15,8,-2.0,4,-1.84,5
381,382,14,1,14,1,-0.65,5,-0.65,5,-1.37,7,-1.37,7
382,383,14,1,14,1,0.14,8,0.14,8,-1.45,7,-1.45,7
383,384,20,3,20,3,-0.79,3,-0.79,3,-2.36,3,-2.36,3
384,385,12,1,14,1,0.16,8,0.22,8,-1.47,7,-1.41,7
385,386,15,1,15,1,-0.21,6,-0.21,6,-1.84,5,-1.84,5
386,387,17,2,17,2,-1.13,2,-1.13,2,-3.2,1,-3.2,1
387,388,20,3,20,3,-0.58,4,-0.58,4,-2.88,2,-2.88,2
388,389,13,1,13,1,-1.94,1,-1.94,1,-3.41,1,-3.41,1
389,390,14,1,14,1,-0.54,4,-0.54,4,-1.98,4,-1.98,4
390,391,16,1,16,2,0.71,10,0.87,10,-0.37,10,-0.01,10
391,392,22,5,22,5,-0.52,4,-0.52,4,-2.36,3,-2.36,3
392,393,12,1,12,1,-2.0,1,-2.0,1,-3.43,1,-3.43,1
393,394,20,3,20,3,-1.01,2,-1.01,2,-2.44,3,-2.44,3
394,395,26,7,26,7,0.13,8,0.13,8,-1.97,5,-1.97,5
395,396,14,1,16,2,0.18,8,0.42,9,-1.5,6,-1.46,7
396,397,28,8,28,8,0.29,8,0.29,8,-1.57,6,-1.57,6
397,398,16,2,16,2,-0.02,7,-0.02,7,-1.56,6,-1.56,6
398,399,13,1,13,1,-1.92,1,-1.92,1,-3.59,1,-3.59,1
399,400,15,1,15,1,-0.98,4,-0.98,4,-2.18,4,-2.18,4
400,401,21,4,21,4,0.07,7,0.07,7,-0.39,10,-0.39,10
401,402,14,1,14,1,-1.47,2,-1.47,2,-2.49,3,-2.49,3
402,403,28,8,28,8,-0.28,6,-0.28,6,-3.61,1,-3.61,1
403,404,16,2,16,2,-0.41,5,-0.41,5,-2.14,4,-2.14,4
404,405,31,9,31,9,-0.19,6,-0.19,6,-1.48,7,-1.48,7
405,406,18,3,18,3,-0.1,7,-0.1,7,-1.57,6,-1.57,6
406,407,18,3,18,3,0.66,10,0.81,10,-1.27,7,-1.08,8
407,408,11,1,11,1,-1.07,3,-1.07,3,-2.22,4,-2.22,4
408,409,29,8,29,8,1.01,10,1.01,10,-1.24,8,-1.24,8
409,410,21,4,21,4,-0.62,4,-0.62,4,-2.2,4,-2.2,4
410,411,15,1,15,1,-1.29,3,-1.29,3,-3.12,1,-3.12,1
411,412,29,8,29,8,0.18,8,0.18,8,-1.22,8,-1.22,8
412,413,14,1,14,1,-1.48,1,-1.48,1,-3.47,1,-3.47,1
413,414,16,2,16,2,-1.37,2,-1.37,2,-2.49,3,-2.49,3
414,415,28,8,28,8,0.01,7,0.01,7,-2.44,3,-2.44,3
415,416,24,6,27,7,-0.28,6,0.09,8,-2.68,2,-2.58,2
416,417,13,1,13,1,-2.0,1,-2.0,1,-3.54,1,-3.54,1
417,418,11,1,11,1,-1.66,1,-1.66,1,-3.17,1,-3.17,1
418,419,12,1,12,1,-1.07,3,-1.07,3,-2.4,3,-2.4,3
419,420,15,1,15,1,-1.5,1,-1.5,1,-2.98,1,-2.98,1
420,421,16,2,16,2,-1.71,1,-1.71,1,-3.55,1,-3.55,1
421,422,13,1,13,1,-0.54,4,-0.54,4,-2.2,4,-2.2,4
422,423,21,4,21,4,-1.73,1,-1.73,1,-3.27,1,-3.27,1
423,424,25,5,25,5,-0.39,4,-0.39,4,-2.33,3,-2.33,3
424,425,28,8,28,8,-1.85,1,-1.85,1,-3.35,1,-3.35,1
425,426,18,3,18,3,-1.15,2,-1.15,2,-3.54,1,-3.54,1
426,427,25,6,25,6,-0.11,7,-0.11,7,-2.58,2,-2.58,2
427,428,19,3,19,3,-0.72,4,-0.72,4,-2.94,2,-2.94,2
428,429,15,1,15,1,0.43,9,0.43,9,-1.34,7,-1.34,7
429,430,15,1,15,1,0.14,8,0.14,8,-1.59,6,-1.59,6
430,431,15,1,15,1,-1.72,1,-1.72,1,-3.24,1,-3.24,1
431,432,16,2,16,2,-0.73,4,-0.73,4,-2.11,4,-2.11,4
432,433,16,2,16,2,-0.01,8,-0.01,8,-2.05,4,-2.05,4
433,434,19,3,19,3,-0.42,5,-0.42,5,-1.29,7,-1.29,7
434,435,16,2,16,2,-0.58,4,-0.58,4,-2.09,4,-2.09,4
435,436,16,2,16,2,-0.91,4,-0.91,4,-2.41,3,-2.41,3
436,437,17,2,17,2,-0.49,5,-0.49,5,-1.94,5,-1.94,5
437,438,16,2,22,5,-0.66,4,0.0,7,-2.6,2,-2.59,2
438,439,11,1,11,1,-1.39,1,-1.39,1,-2.86,2,-2.86,2
439,440,17,2,17,2,-0.89,3,-0.48,5,-3.17,1,-2.97,1
440,441,22,5,22,5,-0.76,3,-0.76,3,-1.96,5,-1.96,5
441,442,24,6,24,6,-0.76,3,-0.76,3,-2.88,2,-2.88,2
442,443,17,2,17,2,-1.19,2,-1.19,2,-3.0,1,-3.0,1
443,444,31,9,31,9,-0.69,4,-0.69,4,-2.92,2,-2.92,2
444,445,18,3,18,3,-0.89,3,-0.89,3,-3.84,1,-3.84,1
445,446,11,1,11,1,-0.53,6,-0.53,6,-1.29,7,-1.29,7
446,447,24,6,24,6,-1.14,2,-1.14,2,-3.09,1,-3.09,1
447,448,33,9,33,9,0.29,8,0.29,8,-2.32,3,-2.32,3
448,449,14,1,14,1,-0.47,5,-0.47,5,-2.46,3,-2.46,3
449,450,15,1,15,1,-0.4,5,-0.4,5,-1.4,7,-1.4,7
450,451,13,1,13,1,0.1,8,0.1,8,-1.8,5,-1.8,5
451,452,15,1,15,1,-2.77,1,-2.77,1,-4.35,1,-4.35,1
453,454,25,6,25,6,0.13,8,0.19,8,-0.65,9,-0.45,10
454,455,14,1,14,1,-1.55,1,-1.55,1,-3.3,1,-3.3,1
455,456,23,5,23,5,-0.97,3,-0.97,3,-3.15,1,-3.15,1
456,457,14,1,14,1,-1.34,2,-1.34,2,-3.41,1,-3.41,1
458,459,12,1,12,1,-1.89,1,-1.89,1,-3.27,1,-3.27,1
459,460,13,1,13,1,-1.09,3,-1.09,3,-2.92,2,-2.92,2
460,461,17,2,17,2,-0.9,3,-0.9,3,-1.96,5,-1.96,5
461,462,22,5,22,5,-1.43,1,-1.43,1,-2.69,2,-2.69,2
462,463,15,1,15,1,-1.65,1,-1.65,1,-3.2,1,-3.2,1
463,464,18,3,18,3,-0.9,3,-0.9,3,-2.52,3,-2.52,3
464,465,13,1,13,1,-1.59,2,-1.59,2,-2.99,1,-2.99,1
465,466,27,7,27,7,-0.45,5,-0.45,5,-2.37,3,-2.37,3
466,467,21,4,21,4,0.79,10,0.79,10,-0.43,10,-0.43,10
467,468,13,1,13,1,-1.28,2,-1.28,2,-2.44,3,-2.44,3
468,469,20,3,20,3,0.73,10,0.73,10,-0.84,9,-0.84,9
470,471,17,2,17,2,0.11,8,0.11,8,-1.17,8,-1.17,8
471,472,32,9,32,9,1.02,10,1.02,10,-0.75,9,-0.75,9
472,473,17,2,17,2,-0.34,5,-0.34,5,-1.31,7,-1.31,7
473,474,11,1,11,1,-2.18,1,-2.18,1,-3.79,1,-3.79,1
474,475,14,1,14,1,-2.64,1,-2.64,1,-4.2,1,-4.2,1
475,476,13,1,13,1,-0.23,6,-0.23,6,-1.86,5,-1.86,5
476,477,21,4,21,4,-0.77,3,-0.77,3,-2.94,2,-2.94,2
477,478,19,3,19,3,0.31,9,0.31,9,-1.53,6,-1.53,6
478,479,18,3,18,3,-0.64,4,-0.64,4,-3.18,1,-3.18,1
479,480,14,1,14,1,0.39,9,0.39,9,-1.13,8,-1.13,8
480,481,21,4,21,4,-1.72,1,-1.72,1,-3.96,1,-3.96,1
481,482,19,3,19,3,0.28,8,0.28,8,-3.53,1,-3.53,1
482,483,16,2,16,2,-1.27,2,-1.27,2,-2.41,3,-2.41,3
483,484,21,4,21,4,-0.48,5,-0.48,5,-2.31,3,-2.31,3
484,485,25,6,25,6,0.46,9,0.46,9,-0.77,9,-0.77,9
485,486,13,1,13,1,-1.13,3,-1.13,3,-2.18,4,-2.18,4
486,487,38,10,38,10,-0.23,6,-0.23,6,-0.93,9,-0.93,9
487,488,23,5,23,5,-1.43,1,-1.43,1,-3.16,1,-3.16,1
488,489,15,1,15,1,-0.75,3,-0.75,3,-2.08,4,-2.08,4
490,491,16,2,16,2,-1.83,1,-1.83,1,-3.37,1,-3.37,1
491,492,20,3,20,3,-0.7,4,-0.7,4,-1.83,5,-1.83,5
493,494,22,5,22,5,-0.33,5,-0.33,5,-1.64,6,-1.64,6
494,495,24,6,24,6,-0.45,6,-0.2,7,-1.94,5,-1.79,5
495,496,11,1,24,6,-0.94,4,-0.33,7,-2.2,4,-2.11,4
496,497,18,3,18,3,-1.03,3,-1.03,3,-2.1,4,-2.1,4
497,498,14,1,14,1,-2.46,1,-2.46,1,-3.53,1,-3.53,1
498,499,17,2,17,2,-0.38,5,-0.38,5,-2.44,3,-2.44,3
499,500,16,2,16,2,0.1,8,0.1,8,-1.28,7,-1.28,7
500,501,20,3,20,3,-0.8,3,-0.8,3,-2.5,3,-2.5,3
501,502,13,1,13,1,-0.86,3,-0.86,3,-2.04,4,-2.04,4
502,503,18,3,18,3,-0.19,6,-0.19,6,-2.06,4,-2.06,4
503,504,20,3,20,3,-1.33,2,-1.33,2,-2.71,2,-2.71,2
504,505,13,1,13,1,-1.45,1,-1.45,1,-2.82,2,-2.82,2
505,506,17,2,17,2,0.13,8,0.13,8,-0.92,9,-0.92,9
506,507,18,2,18,2,0.65,9,0.65,9,-1.91,5,-1.91,5
507,508,21,4,21,4,0.34,9,0.34,9,-1.87,5,-1.87,5
508,509,20,4,20,4,-0.38,6,-0.38,6,-2.58,2,-2.58,2
509,510,19,3,19,3,-1.9,1,-1.9,1,-3.73,1,-3.73,1
510,511,22,5,22,5,-1.59,1,-1.59,1,-3.08,1,-3.08,1
511,512,14,1,14,1,-0.53,6,-0.53,6,-1.77,5,-1.77,5
513,514,22,5,23,5,0.9,10,0.92,10,-1.2,8,-0.94,9
514,515,17,2,17,2,-1.09,2,-1.09,2,-2.75,2,-2.75,2
515,516,28,8,28,8,0.51,9,0.51,9,-1.28,7,-1.28,7
516,517,13,1,13,1,-0.15,6,-0.15,6,-1.88,5,-1.88,5
517,518,21,4,21,4,-0.84,3,-0.67,4,-2.94,2,-2.69,2
518,519,20,4,20,4,0.28,9,0.28,9,-1.94,5,-1.94,5
520,521,18,3,18,3,-1.09,3,-1.09,3,-2.51,3,-2.51,3
521,522,13,1,13,1,-1.56,1,-1.56,1,-2.98,1,-2.98,1
522,523,15,1,15,1,0.78,10,0.78,10,-0.75,9,-0.75,9
523,524,23,5,23,5,0.09,8,0.09,8,-1.71,6,-1.71,6
524,525,12,1,12,1,-2.08,1,-2.08,1,-3.53,1,-3.53,1
525,526,13,1,13,1,-0.38,6,-0.38,6,-1.25,8,-1.25,8
526,527,13,1,13,1,-2.68,1,-2.68,1,-4.3,1,-4.3,1
527,528,17,2,17,2,-0.87,3,-0.87,3,-2.27,3,-2.27,3
528,529,11,1,11,1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1
529,530,17,2,17,2,-0.19,6,-0.19,6,-1.52,6,-1.52,6
530,531,20,3,21,4,0.4,9,0.74,10,-0.74,9,-0.37,10
531,532,21,4,21,4,-0.6,4,-0.6,4,-1.83,5,-1.83,5
532,533,18,3,18,3,-0.8,5,-0.8,5,-1.96,5,-1.96,5
533,534,19,3,19,3,0.0,7,0.0,7,-0.54,10,-0.54,10
534,535,23,5,23,5,-1.02,2,-1.02,2,-2.78,2,-2.78,2
535,536,17,2,17,2,-0.5,5,-0.5,5,-3.58,1,-3.58,1
536,537,23,5,23,5,-0.48,5,-0.48,5,-2.12,4,-2.12,4
537,538,14,1,14,1,-0.53,4,-0.53,4,-2.55,3,-2.55,3
539,540,23,6,23,6,-2.4,1,-2.4,1,-4.08,1,-4.08,1
540,541,28,8,28,8,0.63,10,0.63,10,0.04,10,0.04,10
541,542,17,2,17,2,1.0,10,1.0,10,-0.39,10,-0.39,10
542,543,18,3,18,3,-0.39,5,-0.35,5,-2.73,2,-2.73,2
543,544,19,3,21,4,-1.45,1,-1.45,1,-2.8,2,-2.8,2
544,545,13,1,13,1,-0.83,4,-0.83,4,-1.33,7,-1.33,7
545,546,16,2,16,2,-0.97,3,-0.97,3,-2.91,2,-2.91,2
546,547,24,6,24,6,-0.61,4,-0.61,4,-2.29,3,-2.29,3
547,548,11,1,11,1,-0.82,3,-0.82,3,-1.53,6,-1.53,6
548,549,27,7,27,7,0.29,8,0.29,8,-2.17,4,-2.17,4
549,550,20,3,20,3,-0.08,7,-0.08,7,-2.34,3,-2.34,3
550,551,16,2,16,2,0.0,7,0.0,7,-1.73,6,-1.73,6
551,552,12,1,12,1,-0.3,6,-0.3,6,-1.83,5,-1.83,5
552,553,27,7,27,7,0.3,8,0.3,8,-1.37,7,-1.37,7
553,554,16,2,16,2,0.17,8,0.17,8,-1.93,5,-1.93,5
554,555,13,1,13,1,-1.87,1,-1.87,1,-3.34,1,-3.34,1
555,556,16,2,16,2,-1.03,2,-1.03,2,-2.08,4,-2.08,4
556,557,18,3,22,5,0.55,9,0.77,10,-1.62,6,-1.25,8
557,558,14,1,14,1,-0.49,5,-0.49,5,-1.52,6,-1.52,6
559,560,13,1,13,1,-1.44,1,-1.44,1,-3.01,1,-3.01,1
560,561,18,3,18,3,-1.71,1,-1.71,1,-3.21,1,-3.21,1
561,562,13,1,13,1,-1.35,2,-1.35,2,-2.66,2,-2.66,2
562,563,12,1,12,1,-2.24,1,-2.24,1,-3.25,1,-3.25,1
563,564,17,2,17,2,-0.84,3,-0.84,3,-2.29,3,-2.29,3
564,565,34,10,34,10,0.08,7,0.08,7,-0.69,9,-0.69,9
565,566,18,3,18,3,0.29,8,0.29,8,-1.31,7,-1.31,7
566,567,20,4,20,4,-1.84,1,-1.84,1,-4.11,1,-4.11,1
568,569,11,1,11,1,-0.97,4,-0.97,4,-2.09,4,-2.09,4
569,570,13,1,13,1,-2.35,1,-2.35,1,-3.87,1,-3.87,1
570,571,16,2,16,2,-0.58,4,-0.58,4,-2.02,4,-2.02,4
571,572,16,2,16,2,-2.15,1,-2.15,1,-3.63,1,-3.63,1
572,573,15,1,15,1,-0.85,3,-0.85,3,-2.5,3,-2.5,3
573,574,17,2,17,2,-0.64,4,-0.64,4,-1.98,4,-1.98,4
574,575,16,2,16,2,-0.95,4,-0.95,4,-2.0,4,-2.0,4
575,576,20,3,20,3,0.13,8,0.13,8,-2.3,3,-2.3,3
576,577,18,3,18,3,-0.49,5,-0.49,5,-2.31,3,-2.31,3
577,578,13,1,13,1,-1.13,2,-1.13,2,-2.18,4,-2.18,4
578,579,17,2,17,2,0.6,9,0.6,9,-0.94,9,-0.94,9
579,580,13,1,13,1,0.07,7,0.07,7,-1.12,8,-1.12,8
580,581,24,6,24,6,0.33,9,0.33,9,-2.2,4,-2.2,4
581,582,17,2,17,2,-1.38,2,-1.38,2,-2.87,2,-2.87,2
582,583,37,10,37,10,0.39,9,0.39,9,-2.74,2,-2.74,2
583,584,24,6,24,6,-0.46,5,-0.46,5,-1.95,5,-1.95,5
584,585,16,2,16,2,0.08,7,0.08,7,-1.98,4,-1.98,4
585,586,13,1,13,1,-2.09,1,-2.09,1,-3.82,1,-3.82,1
586,587,11,1,11,1,-2.2,1,-2.2,1,-4.1,1,-4.1,1
587,588,19,3,19,3,-0.58,4,-0.58,4,-2.35,3,-2.35,3
589,590,24,6,24,6,0.15,8,0.15,8,-1.87,5,-1.87,5
590,591,17,2,17,2,-1.02,2,-1.02,2,-2.13,4,-2.13,4
591,592,19,3,19,3,-0.65,4,-0.65,4,-3.09,1,-3.09,1
593,594,14,1,14,1,-2.34,1,-2.34,1,-3.92,1,-3.92,1
594,595,19,3,19,3,-1.01,2,-1.01,2,-2.54,3,-2.54,3
595,596,12,1,12,1,-0.42,5,-0.42,5,-2.58,2,-2.58,2
596,597,21,4,21,4,0.14,8,0.14,8,-1.95,5,-1.95,5
597,598,25,6,25,6,0.31,9,0.31,9,-1.56,6,-1.56,6
598,599,17,2,17,2,-0.76,3,-0.76,3,-3.04,1,-3.04,1
599,600,13,1,13,1,-1.34,2,-1.34,2,-2.58,2,-2.58,2
600,601,32,9,32,9,0.96,10,0.96,10,-1.51,6,-1.51,6
601,602,18,3,33,9,-0.12,7,0.24,8,-2.35,3,-1.39,7
602,603,21,4,21,4,-0.36,5,-0.36,5,-1.75,5,-1.75,5
603,604,20,3,20,3,0.38,9,0.38,9,-1.44,7,-1.44,7
604,605,17,2,17,2,-0.09,7,-0.09,7,-1.43,7,-1.43,7
605,606,11,1,11,1,-2.15,1,-2.15,1,-3.63,1,-3.63,1
606,607,15,1,15,1,-2.57,1,-2.57,1,-4.21,1,-4.21,1
607,608,11,1,11,1,-1.22,2,-1.22,2,-2.4,3,-2.4,3
608,609,12,1,12,1,-2.58,1,-2.58,1,-3.57,1,-3.57,1
609,610,16,2,16,2,-1.02,4,-1.02,4,-2.21,4,-2.21,4
610,611,25,6,25,6,-1.0,3,-1.0,3,-2.53,3,-2.53,3
611,612,18,3,18,3,0.22,8,0.22,8,-1.17,8,-1.17,8
612,613,17,2,17,2,-1.5,1,-1.5,1,-3.42,1,-3.42,1
613,614,14,1,14,1,-1.56,2,-1.56,2,-2.9,2,-2.9,2
614,615,11,1,11,1,-2.17,1,-2.17,1,-3.71,1,-3.71,1
615,616,20,3,20,3,-1.08,2,-1.08,2,-2.74,2,-2.74,2
616,617,13,1,13,1,-2.36,1,-2.36,1,-3.99,1,-3.99,1
617,618,22,5,22,5,-0.19,6,-0.19,6,-2.68,2,-2.68,2
618,619,19,3,19,3,0.11,8,0.11,8,-1.21,8,-1.21,8
620,621,12,1,12,1,-0.86,3,-0.86,3,-2.18,4,-2.18,4
621,622,29,9,29,9,-0.56,6,-0.56,6,-2.87,2,-2.87,2
622,623,12,1,12,1,-2.64,1,-2.64,1,-4.2,1,-4.2,1
623,624,19,3,19,3,-0.18,7,-0.18,7,-1.25,8,-1.25,8
624,625,19,3,19,3,-1.43,2,-1.43,2,-2.6,2,-2.6,2
625,626,12,1,12,1,-1.76,1,-1.76,1,-3.74,1,-3.74,1
626,627,25,6,25,6,-0.22,6,-0.22,6,-2.29,3,-2.29,3
627,628,11,1,11,1,-1.09,2,-1.09,2,-2.35,3,-2.35,3
628,629,11,1,11,1,-0.83,3,-0.83,3,-1.72,6,-1.72,6
629,630,19,3,19,3,-0.98,3,-0.98,3,-1.92,5,-1.92,5
630,631,13,1,13,1,-1.88,1,-1.88,1,-3.38,1,-3.38,1
631,632,13,1,13,1,-2.09,1,-2.09,1,-3.78,1,-3.78,1
632,633,22,5,22,5,-2.05,1,-2.05,1,-3.87,1,-3.87,1
633,634,25,6,25,6,-1.4,1,-1.4,1,-3.82,1,-3.82,1
634,635,14,1,14,1,-0.9,3,-0.9,3,-2.87,2,-2.87,2
635,636,13,1,13,1,-0.42,5,-0.42,5,-1.72,6,-1.72,6
636,637,18,3,18,3,-0.37,5,-0.37,5,-1.76,5,-1.76,5
637,638,24,6,25,6,-0.28,6,0.35,9,-1.73,6,-1.64,6
638,639,16,2,16,2,-1.66,1,-1.66,1,-3.17,1,-3.17,1
639,640,13,1,24,6,0.08,7,0.17,8,-1.34,7,-1.06,8
640,641,21,4,21,4,-0.23,6,-0.23,6,-2.08,4,-2.08,4
641,642,14,1,14,1,-1.84,1,-1.84,1,-3.43,1,-3.43,1
642,643,22,5,23,5,0.95,10,1.33,10,-0.96,9,-0.78,9
643,644,28,8,28,8,-0.11,7,-0.11,7,-2.05,4,-2.05,4
644,645,14,1,14,1,0.0,7,0.0,7,-1.5,6,-1.5,6
645,646,21,4,21,4,-1.95,1,-1.95,1,-3.9,1,-3.9,1
646,647,20,3,20,3,-0.72,4,-0.72,4,-2.29,3,-2.29,3
647,648,35,10,35,10,-0.32,5,-0.32,5,-1.66,6,-1.66,6
648,649,12,1,12,1,-1.46,1,-1.46,1,-3.03,1,-3.03,1
649,650,11,1,11,1,-1.63,2,-1.63,2,-3.3,1,-3.3,1
650,651,14,1,14,1,-0.59,4,-0.59,4,-2.29,3,-2.29,3
652,653,18,3,18,3,0.16,8,0.16,8,-1.76,5,-1.76,5
653,654,14,1,14,1,-1.65,1,-1.65,1,-2.67,2,-2.67,2
654,655,16,2,16,2,-1.21,2,-1.21,2,-2.51,3,-2.51,3
655,656,19,3,19,3,-0.28,6,-0.28,6,-2.34,3,-2.34,3
656,657,18,3,23,6,0.54,10,0.56,10,-1.53,6,-0.96,9
657,658,11,1,11,1,-1.41,1,-1.41,1,-2.56,2,-2.56,2
658,659,18,3,18,3,1.09,10,1.09,10,-1.16,8,-1.16,8
659,660,13,1,13,1,-1.62,1,-1.62,1,-3.11,1,-3.11,1
660,661,13,1,13,1,-1.58,1,-1.58,1,-3.13,1,-3.13,1
661,662,11,1,11,1,-0.79,5,-0.79,5,-1.96,5,-1.96,5
662,663,12,1,12,1,-1.74,1,-1.74,1,-3.15,1,-3.15,1
663,664,14,1,14,1,-1.44,1,-1.44,1,-3.1,1,-3.1,1
664,665,13,1,13,1,-1.74,1,-1.74,1,-3.1,1,-3.1,1
665,666,11,1,11,1,-1.92,1,-1.92,1,-3.37,1,-3.37,1
666,667,14,1,14,1,-0.71,4,-0.71,4,-1.95,5,-1.95,5
667,668,12,1,12,1,-0.44,5,-0.44,5,-2.25,3,-2.25,3
668,669,17,2,17,2,0.63,10,0.63,10,-1.25,8,-1.25,8
669,670,18,3,18,3,-1.92,1,-1.92,1,-3.11,1,-3.11,1
670,671,46,10,46,10,0.74,10,0.74,10,0.35,10,0.35,10
671,672,13,1,13,1,-0.76,3,-0.76,3,-1.84,5,-1.84,5
672,673,28,8,28,8,-0.44,5,-0.44,5,-2.49,3,-2.49,3
673,674,14,1,17,2,-1.14,2,-0.71,4,-2.04,4,-1.73,6
674,675,14,1,14,1,-2.01,1,-2.01,1,-3.79,1,-3.79,1
675,676,20,3,20,3,-0.22,6,-0.22,6,-2.21,4,-2.21,4
676,677,21,4,21,4,-0.95,4,-0.95,4,-2.66,2,-2.66,2
677,678,13,1,13,1,-1.59,2,-1.59,2,-3.37,1,-3.37,1
678,679,17,2,17,2,-1.42,1,-1.42,1,-2.92,2,-2.92,2
679,680,14,1,14,1,-0.92,3,-0.92,3,-2.59,2,-2.59,2
680,681,15,1,15,1,-1.41,1,-1.41,1,-2.56,2,-2.56,2
681,682,18,3,18,3,0.1,8,0.1,8,-1.85,5,-1.85,5
682,683,13,1,13,1,-2.02,1,-2.02,1,-3.4,1,-3.4,1
683,684,17,2,17,2,-1.08,2,-1.08,2,-3.08,1,-3.08,1
684,685,28,8,28,8,0.68,10,0.68,10,-1.0,8,-1.0,8
685,686,15,1,15,1,-1.42,1,-1.42,1,-3.34,1,-3.34,1
686,687,14,1,14,1,0.17,8,0.17,8,-1.64,6,-1.64,6
687,688,27,7,27,7,0.27,8,0.27,8,-0.64,9,-0.64,9
688,689,25,7,25,7,-0.13,8,-0.13,8,-3.37,1,-3.37,1
689,690,11,1,11,1,-0.57,4,-0.57,4,-1.63,6,-1.63,6
690,691,14,1,14,1,-0.28,6,-0.28,6,-2.32,3,-2.32,3
691,692,14,1,14,1,-0.47,5,-0.47,5,-2.33,3,-2.33,3
692,693,23,5,23,5,-0.32,5,-0.32,5,-2.47,3,-2.47,3
693,694,18,3,18,3,-0.66,4,-0.66,4,-2.55,3,-2.55,3
695,696,17,2,17,2,-0.19,7,-0.19,7,-2.4,3,-2.4,3
696,697,18,3,18,3,-0.85,3,-0.85,3,-3.53,1,-3.53,1
697,698,18,3,18,3,-1.2,2,-1.2,2,-3.15,1,-3.15,1
698,699,19,3,19,3,-2.3,1,-2.3,1,-3.6,1,-3.6,1
699,700,17,2,17,2,0.31,9,0.31,9,-1.67,6,-1.67,6
700,701,22,5,22,5,0.66,10,0.66,10,-0.5,10,-0.5,10
702,703,13,1,13,1,-2.62,1,-2.62,1,-4.05,1,-4.05,1
703,704,13,1,13,1,-2.1,1,-2.1,1,-3.59,1,-3.59,1
704,705,15,1,15,1,-0.95,3,-0.95,3,-1.78,5,-1.78,5
705,706,15,1,15,1,-1.57,1,-1.57,1,-3.28,1,-3.28,1
706,707,18,3,18,3,-0.19,6,-0.19,6,-1.59,6,-1.59,6
707,708,29,8,29,8,0.41,9,0.41,9,-1.9,5,-1.9,5
708,709,21,4,21,4,-0.1,7,-0.1,7,-2.09,4,-2.09,4
709,710,12,1,12,1,-1.84,1,-1.84,1,-3.54,1,-3.54,1
710,711,23,6,23,6,0.16,9,0.16,9,-0.95,9,-0.95,9
711,712,18,3,18,3,-2.28,1,-2.28,1,-3.34,1,-3.34,1
712,713,25,6,25,6,-0.22,6,-0.22,6,-2.36,3,-2.36,3
713,714,15,1,15,1,-1.7,1,-1.7,1,-3.55,1,-3.55,1
714,715,15,1,15,1,-0.48,5,-0.48,5,-1.84,5,-1.84,5
715,716,13,1,13,1,-1.36,2,-1.36,2,-2.69,2,-2.69,2
716,717,31,9,31,9,-0.28,6,-0.28,6,-2.13,4,-2.13,4
717,718,20,3,21,4,1.01,10,1.05,10,-0.24,10,-0.24,10
718,719,21,4,21,4,-0.54,4,-0.54,4,-2.2,4,-2.2,4
719,720,15,1,15,1,-1.74,1,-1.74,1,-3.14,1,-3.14,1
720,721,14,1,14,1,0.62,10,0.62,10,-1.27,7,-1.27,7
721,722,13,1,13,1,-1.15,2,-1.15,2,-3.26,1,-3.26,1
722,723,12,1,12,1,-2.18,1,-2.18,1,-3.84,1,-3.84,1
723,724,16,2,16,2,-1.41,1,-1.41,1,-3.4,1,-3.4,1
724,725,28,8,28,8,-0.64,4,-0.64,4,-1.7,6,-1.7,6
725,726,18,3,18,3,-0.3,6,-0.3,6,-2.89,2,-2.89,2
726,727,11,1,11,1,-1.79,1,-1.79,1,-3.76,1,-3.76,1
727,728,13,1,13,1,-1.45,1,-1.45,1,-3.15,1,-3.15,1
