,gender_male,gang_affiliated,supervision_risk_score_first,dependents,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years,age_at_release_18-22,age_at_release_23-27,age_at_release_28-32,age_at_release_33-37,age_at_release_38-42,age_at_release_43-47,age_at_release_48 or older,education_level_at least some college,education_level_high school diploma,education_level_less than hs diploma,prison_years_1-2 years,prison_years_greater than 2 to 3 years,prison_years_less than 1 year,prison_years_more than 3 years
125,1,1,4.0,3,10,6,3,5,5,5,0,0,1,0,0,0,1,1,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
126,0,0,10.0,0,10,6,1,5,5,3,0,1,1,0,0,0,0,0,0,0,10,1,81.60869565,0.0,0.0,0.0,0.0,0.457112413,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
127,0,0,8.0,3,9,4,0,5,1,5,0,0,1,1,0,0,0,0,0,0,10,3,19.76,0.0,0.079999998,0.0,0.0,0.74291498,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
128,0,0,10.0,0,10,6,0,5,1,2,0,0,1,1,1,1,0,0,0,0,3,1,123.0555556,0.0,0.0,0.0,0.0,0.296613995,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
129,1,0,6.0,0,7,3,0,0,4,5,0,1,0,0,0,0,0,0,0,0,10,3,9.752212389,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
130,1,0,5.0,3,5,5,1,2,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
131,1,0,4.0,2,7,6,0,2,4,5,0,1,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
132,1,0,8.0,0,7,5,0,0,5,5,0,0,1,1,0,0,1,0,0,2,0,0,13.6,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
133,1,0,10.0,0,8,6,1,5,2,5,0,0,0,1,0,0,1,0,1,3,0,0,68.875,0.125,0.0,0.125,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
134,0,0,9.0,3,6,4,0,1,2,4,0,0,1,0,0,0,0,0,0,2,10,3,3.152317881,0.022075055,0.0,0.008830022,0.006622517,1.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
135,1,0,6.0,0,10,6,3,5,4,5,1,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
136,1,0,4.0,0,10,3,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,383.5,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
137,1,0,5.0,1,5,6,3,3,0,2,1,1,0,0,0,0,0,0,0,0,7,0,45.08333333,0.0,0.0,0.0,0.0,0.924214418,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
138,1,0,8.0,0,10,6,1,5,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
139,1,0,3.0,3,4,4,1,1,2,0,0,0,1,0,1,0,0,0,0,2,6,0,10.48148148,0.0,0.0,0.037037037,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
140,0,0,3.0,0,10,3,1,5,0,5,0,0,1,0,1,0,0,0,0,0,0,1,13.3902439,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
141,1,0,7.0,1,10,6,0,0,5,4,0,1,0,0,0,0,0,0,0,0,7,2,75.90909091,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
142,1,0,6.0,3,6,6,2,2,3,5,0,1,1,0,1,1,0,0,1,4,7,3,35.75,0.0,0.0,0.0,0.0,0.713286713,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
143,1,0,2.0,0,10,6,2,5,1,5,0,0,1,1,0,1,0,1,1,3,0,0,17.3,0.050000001,0.0,0.0,0.0,0.329479769,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
144,1,0,6.0,3,10,6,2,5,2,5,1,0,1,1,1,0,0,0,0,0,1,2,231.0,0.0,0.0,0.0,0.333333343,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
145,1,1,5.0,3,7,6,3,2,2,5,1,1,0,1,0,0,1,1,0,0,10,0,70.2,0.200000003,0.400000006,0.0,0.0,0.555555556,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
146,1,0,5.0,3,8,6,3,3,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
147,1,0,7.0,3,10,6,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,246.4,0.0,0.0,0.0,0.0,0.995941558,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
148,1,0,3.0,3,10,6,3,5,2,5,0,0,1,1,0,0,1,1,1,1,10,0,208.75,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
149,1,1,8.0,1,7,1,2,1,1,2,1,1,1,1,1,0,0,0,0,0,10,0,34.37931034,0.068965517,0.0,0.0,0.0,0.037111334,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
150,1,1,2.0,2,8,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
151,1,0,6.0,0,10,5,3,3,3,5,0,0,1,1,1,0,0,0,0,0,0,0,170.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
152,1,0,2.0,3,3,6,2,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0,7.375,0.0,0.0,0.0,0.0,0.406779661,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
153,1,0,10.0,1,10,0,0,5,1,4,0,0,1,0,0,0,0,0,0,0,10,0,7.4,0.0,0.022222223,0.0,0.0,0.384384384,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
154,0,0,3.0,2,10,6,0,5,2,4,0,0,1,0,0,0,1,1,1,4,10,0,17.86363636,0.0,0.045454547,0.0,0.0,0.544529262,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
155,1,1,10.0,0,10,3,0,5,0,1,0,1,0,0,0,0,1,0,0,2,2,1,36.33333333,0.111111112,0.0,0.0,0.0,0.180428135,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
156,1,0,6.0,2,10,6,0,2,5,5,0,1,1,1,1,0,0,0,0,4,1,0,119.0,0.142857149,0.0,0.142857149,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
157,1,1,6.0,3,8,6,2,0,3,5,0,1,0,0,1,1,1,0,0,4,6,1,141.1666667,0.0,0.0,0.0,0.0,0.309327037,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
158,1,0,2.0,2,4,6,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,47.7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
159,1,0,5.0,0,5,6,1,2,0,5,0,0,0,0,1,0,0,0,0,0,7,0,35.46153846,0.07692308,0.0,0.0,0.15384616,0.472885033,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
160,1,0,8.0,0,10,3,3,5,1,3,0,1,0,0,0,1,1,0,0,0,1,3,15.22222222,0.0,0.0,0.0,0.0,0.839416058,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
161,1,0,5.0,3,9,6,1,4,5,3,1,1,0,0,0,0,0,0,0,0,0,1,62.14285714,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
162,1,0,4.0,1,7,5,1,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,62.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
163,1,0,6.0,0,9,6,2,5,0,5,1,0,1,0,1,1,1,0,0,4,5,3,101.375,0.125,0.0,0.0,0.0,0.950678175,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
164,1,0,4.0,0,4,6,3,0,1,4,1,0,1,1,1,0,0,0,0,0,6,0,32.83333333,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
165,1,0,6.0,3,8,6,2,5,1,5,0,0,0,1,0,0,0,0,0,0,2,1,17.97183099,0.0,0.0,0.0,0.0,0.145768025,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
166,1,1,5.0,3,10,6,3,5,2,5,0,1,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
167,1,1,6.0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
168,1,0,9.0,2,8,6,2,5,3,3,1,1,1,1,0,0,0,0,0,3,6,1,92.6,0.0,0.0,0.0,0.0,0.792656587,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
169,1,0,3.0,0,10,6,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,169.5,0.0,0.0,0.0,0.0,0.755162242,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
170,1,1,6.0,1,6,5,1,2,3,5,0,0,1,1,1,0,0,0,0,2,0,0,55.0,0.5,0.0,0.5,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
171,1,0,4.0,0,10,6,2,5,1,5,0,0,1,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
172,1,0,8.0,1,8,6,1,0,5,4,1,0,1,0,1,0,0,0,0,4,0,0,115.7142857,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
173,1,0,5.0,2,6,6,3,3,3,5,1,1,1,1,1,1,0,0,0,0,10,2,22.23076923,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
174,1,0,4.0,0,10,6,3,0,3,5,0,0,0,0,1,0,1,0,0,0,2,0,81.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
175,1,0,9.0,0,10,6,0,0,5,5,0,1,0,0,0,0,0,1,0,0,9,2,173.7777778,0.222222224,0.0,0.0,0.0,0.425191816,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
176,1,0,7.0,2,4,5,1,2,0,4,0,0,1,0,1,0,0,0,0,0,10,2,30.5,0.083333336,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
177,0,0,10.0,1,10,3,0,3,3,5,0,1,1,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
178,1,1,7.0,3,10,6,1,5,5,5,1,1,1,0,0,0,0,0,0,0,6,1,19.0,0.100000001,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
179,1,0,8.0,2,9,6,0,1,5,4,0,1,1,0,0,0,0,1,0,0,0,0,83.33333333,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
180,1,0,6.0,3,10,6,1,5,1,5,0,0,1,1,1,1,1,1,1,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
181,1,0,6.0,3,10,6,3,5,1,5,0,0,0,0,0,1,1,0,1,0,0,0,96.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
182,1,0,6.0,3,8,3,1,1,5,4,1,0,1,0,0,0,0,0,0,0,6,2,137.2,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
183,1,0,5.0,1,10,6,1,5,1,5,1,0,1,1,1,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
184,1,0,4.0,3,3,6,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,22.5,0.0,0.0,0.0,0.0,0.762962963,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
185,0,0,5.0,2,0,6,0,4,0,2,0,0,1,0,0,0,0,0,0,0,5,0,86.33333333,0.0,0.0,0.0,0.0,0.459459459,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
186,1,0,6.0,2,7,2,0,3,3,2,1,0,1,1,1,0,0,0,0,3,0,2,46.33333333,0.0,0.0,0.0,0.0,0.352517986,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
187,0,0,4.0,0,6,6,0,3,4,5,0,0,1,1,0,0,0,0,1,1,10,3,37.78571429,0.0,0.0,0.0,0.0,0.224952741,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
188,0,0,5.0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.768055556,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
189,1,1,5.0,2,5,2,2,0,3,3,1,0,1,1,0,0,0,0,0,0,0,0,17.66666667,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
190,0,0,6.0,3,8,6,0,3,5,5,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
191,1,0,10.0,3,10,4,2,3,5,5,0,1,1,1,0,0,0,0,0,4,3,2,182.8571429,0.142857149,0.0,0.0,0.0,0.15546875,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
192,1,0,4.0,3,8,5,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,1,75.0,0.0,0.0,0.0,0.0,0.993939394,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
193,0,0,3.0,1,5,4,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.100000001,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
194,1,0,5.0,1,6,6,1,1,4,5,0,1,1,0,0,0,0,0,0,3,0,0,20.2,0.0,0.0,0.200000003,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
195,1,0,9.0,0,7,6,3,2,0,4,1,0,1,1,1,0,0,0,0,0,5,0,8.454545455,0.090909094,0.0,0.0,0.0,0.569892473,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
196,1,0,6.0,1,7,0,1,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,196.6666667,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
197,1,0,8.0,0,10,6,3,5,2,5,1,0,1,1,1,0,0,0,0,0,0,1,31.4,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
198,1,0,5.0,1,4,6,2,0,5,1,0,0,1,1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
199,1,0,7.0,3,5,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,10,0,21.41666667,0.166666672,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
200,1,0,3.0,3,3,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,10,0,35.86363636,0.0,0.045454547,0.0,0.0,0.998732573,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
201,1,0,2.0,1,10,3,0,5,0,5,0,0,1,1,0,0,0,0,0,4,6,0,84.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
202,1,0,6.0,0,10,6,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,21.72,0.039999999,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
203,1,0,7.0,2,6,3,3,3,0,1,1,0,1,0,1,0,0,0,0,0,3,0,182.4285714,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
204,1,0,7.0,1,10,3,1,4,2,5,0,0,1,1,0,0,0,0,0,0,6,0,61.8,0.0,0.0,0.0,0.0,0.996763754,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
205,1,0,4.0,1,10,6,2,5,0,3,0,0,1,0,0,0,0,0,0,0,0,1,76.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
206,1,0,4.0,3,10,2,3,5,3,5,0,0,1,1,0,0,1,1,1,4,10,0,96.2,0.200000003,0.0,0.0,0.0,0.997920998,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
207,0,0,3.0,0,10,5,1,5,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
208,1,1,6.0,3,8,5,3,2,5,3,1,0,1,1,1,0,0,0,0,0,6,1,71.88888889,0.111111112,0.0,0.0,0.0,0.564142195,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
209,1,0,2.0,0,5,5,0,4,2,2,0,0,1,0,1,0,0,0,0,0,0,0,11.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
210,1,0,5.0,2,10,6,1,5,5,5,0,1,1,0,0,1,0,0,0,4,2,0,43.27272727,0.0,0.181818187,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
211,1,0,4.0,0,5,4,0,4,1,3,0,0,1,0,0,0,1,0,1,4,0,2,173.8,0.0,0.0,0.0,0.0,0.86306099,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
212,0,0,5.0,0,10,6,3,1,4,5,1,0,1,1,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.705069124,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
213,1,0,5.0,1,10,6,0,5,1,5,0,0,1,1,0,0,0,0,0,0,6,0,37.1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
214,1,0,6.0,1,9,6,3,1,2,5,1,1,1,0,0,0,0,0,0,4,10,2,24.64102564,0.025641026,0.0,0.051282052,0.025641026,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
215,1,0,7.0,0,10,4,2,5,3,5,0,0,1,0,0,0,0,0,0,0,6,0,71.75,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
216,1,0,7.0,0,9,6,1,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,651.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
217,1,0,8.0,0,10,6,0,5,1,5,0,0,1,1,1,0,0,0,0,0,10,0,12.34375,0.0,0.0,0.0,0.0,0.453164557,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
218,1,0,6.0,3,3,4,0,3,1,1,0,0,1,1,0,0,0,0,0,0,5,0,81.8,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
219,0,0,5.0,3,10,6,0,5,3,5,0,0,1,0,0,0,1,1,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
220,1,0,4.0,2,10,5,1,5,4,2,0,0,0,0,0,0,1,0,1,3,0,0,197.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
221,1,0,9.0,0,5,1,2,0,3,2,0,1,0,0,0,0,0,0,0,0,10,0,40.82926829,0.048780486,0.048780486,0.0,0.0,0.654719235,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
222,1,0,8.0,3,5,6,0,2,5,4,0,0,1,0,0,0,0,1,0,0,6,1,24.8,0.06666667,0.0,0.06666667,0.06666667,0.435483871,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
223,1,0,10.0,0,10,6,3,5,0,5,0,1,1,1,0,0,1,1,0,2,0,3,20.875,0.0,0.125,0.0,0.0,0.652694611,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
224,1,0,10.0,0,10,5,1,5,1,5,0,0,1,1,0,0,0,0,0,0,0,0,41.7,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
225,1,0,9.0,0,10,6,1,5,5,5,0,1,0,0,0,0,0,1,1,2,0,3,14.1,0.0,0.0,0.0,0.0,0.368794326,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
226,1,0,8.0,1,10,6,3,3,1,5,1,0,1,1,1,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
227,1,1,8.0,3,8,6,3,2,5,5,1,1,1,1,0,0,1,0,0,3,10,0,17.52173913,0.173913047,0.0,0.0,0.0,0.431761787,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
228,1,0,9.0,1,10,6,2,5,5,3,0,0,1,1,1,0,0,0,0,2,5,1,59.85714286,0.0,0.0,0.0,0.0,0.894988067,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
229,1,0,9.0,0,6,2,0,1,4,1,0,1,1,1,0,0,0,0,0,0,8,0,159.5,0.0,0.0,0.0,0.0,0.068965517,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
230,1,0,4.0,3,7,6,3,0,2,5,0,1,1,1,1,0,0,0,0,0,6,3,388.0,0.0,0.0,0.0,0.0,0.295103093,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
231,1,0,7.0,0,10,6,0,5,2,5,0,1,1,0,0,0,1,1,0,4,10,0,12.0,0.022222223,0.0,0.022222223,0.0,0.998148148,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
232,1,1,1.0,0,10,6,3,3,3,5,1,1,0,0,1,0,0,0,0,0,0,0,15.75,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
233,1,0,7.0,3,10,2,0,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,104.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
234,1,0,1.0,1,10,6,2,5,3,4,1,0,1,0,1,0,0,0,0,0,2,1,36.5,0.100000001,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
235,1,0,5.0,2,5,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,10,2,46.6,0.0,0.0,0.050000001,0.0,0.971030043,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
236,1,0,7.0,1,10,6,0,5,0,5,0,0,1,0,0,0,0,0,0,1,0,0,250.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
237,0,0,4.0,3,6,6,1,1,3,5,0,0,1,0,0,0,0,0,0,0,3,1,29.25,0.0,0.0,0.0,0.0,0.581196581,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
238,1,1,6.0,1,10,6,3,5,1,5,1,1,1,0,1,0,1,0,0,0,0,2,62.75,0.0,0.0,0.0,0.0,0.912350598,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
239,1,1,10.0,2,3,3,1,2,0,2,0,0,0,1,1,1,0,0,0,4,3,1,24.11111111,0.222222224,0.0,0.0,0.0,0.771889401,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
240,1,0,5.0,2,6,6,2,5,0,4,1,0,1,0,1,1,1,0,0,4,10,0,64.625,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
241,1,0,5.0,0,10,6,2,5,1,5,0,0,1,1,0,0,0,0,0,4,0,0,76.4,0.0,0.0,0.0,0.0,0.172774869,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
242,1,0,4.0,1,6,6,0,5,0,5,0,0,0,1,1,0,0,0,0,0,10,0,107.3333333,0.0,0.0,0.0,0.0,0.900621118,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
243,1,0,7.0,3,9,5,2,1,5,1,0,1,1,0,0,0,0,1,1,4,6,0,38.35483871,0.0,0.0,0.064516127,0.0,0.315391085,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
244,1,0,5.0,1,10,6,0,4,5,3,0,1,1,0,0,0,0,0,0,1,6,1,94.45454545,0.0,0.0,0.0,0.0,0.958614052,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
245,1,0,5.0,3,10,2,0,5,2,5,0,1,1,0,0,0,0,0,0,0,6,0,102.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
246,1,0,6.0,0,6,6,2,2,4,1,1,0,1,0,0,0,0,0,0,0,6,0,215.5,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
247,0,0,7.0,0,7,2,0,2,2,3,0,1,1,1,0,0,0,0,0,0,1,1,80.8,0.200000003,0.0,0.0,0.0,0.254950495,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
248,0,0,5.0,0,10,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,163.6666667,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
249,0,0,9.0,0,7,5,2,0,3,4,0,0,1,1,0,0,0,0,0,0,0,1,47.33333333,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
250,1,0,10.0,3,10,6,3,5,0,5,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.479569892,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
251,1,0,6.0,0,10,6,0,5,1,5,0,0,0,0,0,0,0,0,0,0,2,3,132.2,0.0,0.0,0.0,0.100000001,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
252,1,0,3.0,0,10,6,3,5,1,4,0,0,1,1,1,0,0,0,0,0,9,0,42.5483871,0.0,0.0,0.0,0.0,0.978013647,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
253,1,0,6.0,3,5,6,1,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,98.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
